Type,Year,Qtr,Order Type,Proceeding_type,Petitioners_Gender,Children_Involved,Contested,Count
Order Made,2003,3,Judicial separation,n/a,n/a,n/a,Unknown,115
Order Made,2003,4,Judicial separation,n/a,n/a,n/a,Unknown,95
Order Made,2004,1,Judicial separation,n/a,n/a,n/a,Unknown,98
Order Made,2004,2,Judicial separation,n/a,n/a,n/a,Unknown,100
Order Made,2004,3,Judicial separation,n/a,n/a,n/a,Unknown,98
Order Made,2004,4,Judicial separation,n/a,n/a,n/a,Unknown,83
Order Made,2005,1,Judicial separation,n/a,n/a,n/a,Unknown,82
Order Made,2005,2,Judicial separation,n/a,n/a,n/a,Unknown,90
Order Made,2005,3,Judicial separation,n/a,n/a,n/a,Unknown,109
Order Made,2005,4,Judicial separation,n/a,n/a,n/a,Unknown,76
Order Made,2006,1,Judicial separation,n/a,n/a,n/a,Unknown,84
Order Made,2006,2,Judicial separation,n/a,n/a,n/a,Unknown,96
Order Made,2006,3,Judicial separation,n/a,n/a,n/a,Unknown,76
Order Made,2006,4,Judicial separation,n/a,n/a,n/a,Unknown,64
Order Made,2007,1,Judicial separation,n/a,n/a,n/a,Unknown,83
Order Made,2007,2,Judicial separation,n/a,n/a,n/a,Unknown,75
Order Made,2007,3,Judicial separation,n/a,n/a,n/a,Unknown,75
Order Made,2007,4,Judicial separation,n/a,n/a,n/a,Unknown,67
Order Made,2008,1,Judicial separation,n/a,n/a,n/a,Unknown,53
Order Made,2008,2,Judicial separation,n/a,n/a,n/a,Unknown,49
Order Made,2008,3,Judicial separation,n/a,n/a,n/a,Unknown,55
Order Made,2008,4,Judicial separation,n/a,n/a,n/a,Unknown,54
Order Made,2009,1,Judicial separation,n/a,n/a,n/a,Unknown,54
Order Made,2009,2,Judicial separation,n/a,n/a,n/a,Unknown,41
Order Made,2009,3,Judicial separation,n/a,n/a,n/a,Unknown,47
Order Made,2009,4,Judicial separation,n/a,n/a,n/a,Unknown,55
Order Made,2010,1,Judicial separation,n/a,n/a,n/a,Unknown,39
Order Made,2010,2,Judicial separation,n/a,n/a,n/a,Unknown,44
Order Made,2010,3,Judicial separation,n/a,n/a,n/a,Unknown,38
Order Made,2010,4,Judicial separation,n/a,n/a,n/a,Unknown,50
Order Made,2011,1,Judicial separation,n/a,n/a,n/a,Unknown,53
Order Made,2011,2,Judicial separation,n/a,n/a,n/a,Unknown,47
Order Made,2011,3,Judicial separation,n/a,n/a,n/a,Unknown,24
Order Made,2011,4,Judicial separation,n/a,n/a,n/a,Unknown,31
Order Made,2012,1,Judicial separation,n/a,n/a,n/a,Unknown,30
Order Made,2012,2,Judicial separation,n/a,n/a,n/a,Unknown,25
Order Made,2012,3,Judicial separation,n/a,n/a,n/a,Unknown,36
Order Made,2012,4,Judicial separation,n/a,n/a,n/a,Unknown,34
Order Made,2013,1,Judicial separation,n/a,n/a,n/a,Unknown,37
Order Made,2013,2,Judicial separation,n/a,n/a,n/a,Unknown,41
Order Made,2013,3,Judicial separation,n/a,n/a,n/a,Unknown,37
Order Made,2013,4,Judicial separation,n/a,n/a,n/a,Unknown,21
Order Made,2014,1,Judicial separation,n/a,n/a,n/a,Unknown,36
Order Made,2014,2,Judicial separation,n/a,n/a,n/a,Unknown,33
Order Made,2014,3,Judicial separation,n/a,n/a,n/a,Unknown,39
